Values, R:100000C:6e-05E:12
Time,Vc
9.8068, 9.65932
9.807, 9.6594
9.8072, 9.65948
9.8074, 9.65956
9.8076, 9.65964
9.8078, 9.65971
9.808, 9.65979
9.8082, 9.65987
9.8084, 9.65995
9.8086, 9.66003
9.8088, 9.6601
9.809, 9.66018
9.8092, 9.66026
9.8094, 9.66034
9.8096, 9.66042
9.8098, 9.66049
9.81, 9.66057
9.8102, 9.66065
9.8104, 9.66073
9.8106, 9.66081
9.8108, 9.66088
9.811, 9.66096
9.8112, 9.66104
9.8114, 9.66112
9.8116, 9.6612
9.8118, 9.66127
9.812, 9.66135
9.8122, 9.66143
9.8124, 9.66151
9.8126, 9.66159
9.8128, 9.66166
9.813, 9.66174
9.8132, 9.66182
9.8134, 9.6619
9.8136, 9.66197
9.8138, 9.66205
9.814, 9.66213
9.8142, 9.66221
9.8144, 9.66229
9.8146, 9.66236
9.8148, 9.66244
9.815, 9.66252
9.8152, 9.6626
9.8154, 9.66268
9.8156, 9.66275
9.8158, 9.66283
9.816, 9.66291
9.8162, 9.66299
9.8164, 9.66307
9.8166, 9.66314
9.8168, 9.66322
9.817, 9.6633
9.8172, 9.66338
9.8174, 9.66346
9.8176, 9.66353
9.8178, 9.66361
9.818, 9.66369
9.8182, 9.66377
9.8184, 9.66384
9.8186, 9.66392
9.8188, 9.664
9.819, 9.66408
9.8192, 9.66416
9.8194, 9.66423
9.8196, 9.66431
9.8198, 9.66439
9.82, 9.66447
9.8202, 9.66455
9.8204, 9.66462
9.8206, 9.6647
9.8208, 9.66478
9.821, 9.66486
9.8212, 9.66493
9.8214, 9.66501
9.8216, 9.66509
9.8218, 9.66517
9.822, 9.66525
9.8222, 9.66532
9.8224, 9.6654
9.8226, 9.66548
9.8228, 9.66556
9.823, 9.66563
9.8232, 9.66571
9.8234, 9.66579
9.8236, 9.66587
9.8238, 9.66595
9.824, 9.66602
9.8242, 9.6661
9.8244, 9.66618
9.8246, 9.66626
9.8248, 9.66634
9.825, 9.66641
9.8252, 9.66649
9.8254, 9.66657
9.8256, 9.66665
9.8258, 9.66672
9.826, 9.6668
9.8262, 9.66688
9.8264, 9.66696
9.8266, 9.66704
9.8268, 9.66711
9.827, 9.66719
9.8272, 9.66727
9.8274, 9.66735
9.8276, 9.66742
9.8278, 9.6675
9.828, 9.66758
9.8282, 9.66766
9.8284, 9.66773
9.8286, 9.66781
9.8288, 9.66789
9.829, 9.66797
9.8292, 9.66805
9.8294, 9.66812
9.8296, 9.6682
9.8298, 9.66828
9.83, 9.66836
9.8302, 9.66843
9.8304, 9.66851
9.8306, 9.66859
9.8308, 9.66867
9.831, 9.66875
9.8312, 9.66882
9.8314, 9.6689
9.8316, 9.66898
9.8318, 9.66906
9.832, 9.66913
9.8322, 9.66921
9.8324, 9.66929
9.8326, 9.66937
9.8328, 9.66944
9.833, 9.66952
9.8332, 9.6696
9.8334, 9.66968
9.8336, 9.66976
9.8338, 9.66983
9.834, 9.66991
9.8342, 9.66999
9.8344, 9.67007
9.8346, 9.67014
9.8348, 9.67022
9.835, 9.6703
9.8352, 9.67038
9.8354, 9.67045
9.8356, 9.67053
9.8358, 9.67061
9.836, 9.67069
9.8362, 9.67076
9.8364, 9.67084
9.8366, 9.67092
9.8368, 9.671
9.837, 9.67108
9.8372, 9.67115
9.8374, 9.67123
9.8376, 9.67131
9.8378, 9.67139
9.838, 9.67146
9.8382, 9.67154
9.8384, 9.67162
9.8386, 9.6717
9.8388, 9.67177
9.839, 9.67185
9.8392, 9.67193
9.8394, 9.67201
9.8396, 9.67208
9.8398, 9.67216
9.84, 9.67224
9.8402, 9.67232
9.8404, 9.67239
9.8406, 9.67247
9.8408, 9.67255
9.841, 9.67263
9.8412, 9.6727
9.8414, 9.67278
9.8416, 9.67286
9.8418, 9.67294
9.842, 9.67302
9.8422, 9.67309
9.8424, 9.67317
9.8426, 9.67325
9.8428, 9.67333
9.843, 9.6734
9.8432, 9.67348
9.8434, 9.67356
9.8436, 9.67364
9.8438, 9.67371
9.844, 9.67379
9.8442, 9.67387
9.8444, 9.67395
9.8446, 9.67402
9.8448, 9.6741
9.845, 9.67418
9.8452, 9.67426
9.8454, 9.67433
9.8456, 9.67441
9.8458, 9.67449
9.846, 9.67457
9.8462, 9.67464
9.8464, 9.67472
9.8466, 9.6748
9.8468, 9.67488
9.847, 9.67495
9.8472, 9.67503
9.8474, 9.67511
9.8476, 9.67519
9.8478, 9.67526
9.848, 9.67534
9.8482, 9.67542
9.8484, 9.6755
9.8486, 9.67557
9.8488, 9.67565
9.849, 9.67573
9.8492, 9.67581
9.8494, 9.67588
9.8496, 9.67596
9.8498, 9.67604
9.85, 9.67612
9.8502, 9.67619
9.8504, 9.67627
9.8506, 9.67635
9.8508, 9.67643
9.851, 9.6765
9.8512, 9.67658
9.8514, 9.67666
9.8516, 9.67674
9.8518, 9.67681
9.852, 9.67689
9.8522, 9.67697
9.8524, 9.67705
9.8526, 9.67712
9.8528, 9.6772
9.853, 9.67728
9.8532, 9.67735
9.8534, 9.67743
9.8536, 9.67751
9.8538, 9.67759
9.854, 9.67766
9.8542, 9.67774
9.8544, 9.67782
9.8546, 9.6779
9.8548, 9.67797
9.855, 9.67805
9.8552, 9.67813
9.8554, 9.67821
9.8556, 9.67828
9.8558, 9.67836
9.856, 9.67844
9.8562, 9.67852
9.8564, 9.67859
9.8566, 9.67867
9.8568, 9.67875
9.857, 9.67883
9.8572, 9.6789
9.8574, 9.67898
9.8576, 9.67906
9.8578, 9.67913
9.858, 9.67921
9.8582, 9.67929
9.8584, 9.67937
9.8586, 9.67944
9.8588, 9.67952
9.859, 9.6796
9.8592, 9.67968
9.8594, 9.67975
9.8596, 9.67983
9.8598, 9.67991
9.86, 9.67999
9.8602, 9.68006
9.8604, 9.68014
9.8606, 9.68022
9.8608, 9.6803
9.861, 9.68037
9.8612, 9.68045
9.8614, 9.68053
9.8616, 9.6806
9.8618, 9.68068
9.862, 9.68076
9.8622, 9.68084
9.8624, 9.68091
9.8626, 9.68099
9.8628, 9.68107
9.863, 9.68115
9.8632, 9.68122
9.8634, 9.6813
9.8636, 9.68138
9.8638, 9.68145
9.864, 9.68153
9.8642, 9.68161
9.8644, 9.68169
9.8646, 9.68176
9.8648, 9.68184
9.865, 9.68192
9.8652, 9.682
9.8654, 9.68207
9.8656, 9.68215
9.8658, 9.68223
9.866, 9.6823
9.8662, 9.68238
9.8664, 9.68246
9.8666, 9.68254
9.8668, 9.68261
9.867, 9.68269
9.8672, 9.68277
9.8674, 9.68285
9.8676, 9.68292
9.8678, 9.683
9.868, 9.68308
9.8682, 9.68315
9.8684, 9.68323
9.8686, 9.68331
9.8688, 9.68339
9.869, 9.68346
9.8692, 9.68354
9.8694, 9.68362
9.8696, 9.68369
9.8698, 9.68377
9.87, 9.68385
9.8702, 9.68393
9.8704, 9.684
9.8706, 9.68408
9.8708, 9.68416
9.871, 9.68424
9.8712, 9.68431
9.8714, 9.68439
9.8716, 9.68447
9.8718, 9.68454
9.872, 9.68462
9.8722, 9.6847
9.8724, 9.68478
9.8726, 9.68485
9.8728, 9.68493
9.873, 9.68501
9.8732, 9.68508
9.8734, 9.68516
9.8736, 9.68524
9.8738, 9.68532
9.874, 9.68539
9.8742, 9.68547
9.8744, 9.68555
9.8746, 9.68562
9.8748, 9.6857
9.875, 9.68578
9.8752, 9.68586
9.8754, 9.68593
9.8756, 9.68601
9.8758, 9.68609
9.876, 9.68616
9.8762, 9.68624
9.8764, 9.68632
9.8766, 9.6864
9.8768, 9.68647
9.877, 9.68655
9.8772, 9.68663
9.8774, 9.6867
9.8776, 9.68678
9.8778, 9.68686
9.878, 9.68694
9.8782, 9.68701
9.8784, 9.68709
9.8786, 9.68717
9.8788, 9.68724
9.879, 9.68732
9.8792, 9.6874
9.8794, 9.68748
9.8796, 9.68755
9.8798, 9.68763
9.88, 9.68771
9.8802, 9.68778
9.8804, 9.68786
9.8806, 9.68794
9.8808, 9.68801
9.881, 9.68809
9.8812, 9.68817
9.8814, 9.68825
9.8816, 9.68832
9.8818, 9.6884
9.882, 9.68848
9.8822, 9.68855
9.8824, 9.68863
9.8826, 9.68871
9.8828, 9.68879
9.883, 9.68886
9.8832, 9.68894
9.8834, 9.68902
9.8836, 9.68909
9.8838, 9.68917
9.884, 9.68925
9.8842, 9.68932
9.8844, 9.6894
9.8846, 9.68948
9.8848, 9.68956
9.885, 9.68963
9.8852, 9.68971
9.8854, 9.68979
9.8856, 9.68986
9.8858, 9.68994
9.886, 9.69002
9.8862, 9.69009
9.8864, 9.69017
9.8866, 9.69025
9.8868, 9.69033
9.887, 9.6904
9.8872, 9.69048
9.8874, 9.69056
9.8876, 9.69063
9.8878, 9.69071
9.888, 9.69079
9.8882, 9.69086
9.8884, 9.69094
9.8886, 9.69102
9.8888, 9.6911
9.889, 9.69117
9.8892, 9.69125
9.8894, 9.69133
9.8896, 9.6914
9.8898, 9.69148
9.89, 9.69156
9.8902, 9.69163
9.8904, 9.69171
9.8906, 9.69179
9.8908, 9.69186
9.891, 9.69194
9.8912, 9.69202
9.8914, 9.6921
9.8916, 9.69217
9.8918, 9.69225
9.892, 9.69233
9.8922, 9.6924
9.8924, 9.69248
9.8926, 9.69256
9.8928, 9.69263
9.893, 9.69271
9.8932, 9.69279
9.8934, 9.69286
9.8936, 9.69294
9.8938, 9.69302
9.894, 9.6931
9.8942, 9.69317
9.8944, 9.69325
9.8946, 9.69333
9.8948, 9.6934
9.895, 9.69348
9.8952, 9.69356
9.8954, 9.69363
9.8956, 9.69371
9.8958, 9.69379
9.896, 9.69386
9.8962, 9.69394
9.8964, 9.69402
9.8966, 9.69409
9.8968, 9.69417
9.897, 9.69425
9.8972, 9.69433
9.8974, 9.6944
9.8976, 9.69448
9.8978, 9.69456
9.898, 9.69463
9.8982, 9.69471
9.8984, 9.69479
9.8986, 9.69486
9.8988, 9.69494
9.899, 9.69502
9.8992, 9.69509
9.8994, 9.69517
9.8996, 9.69525
9.8998, 9.69532
9.9, 9.6954
9.9002, 9.69548
9.9004, 9.69555
9.9006, 9.69563
9.9008, 9.69571
9.901, 9.69579
9.9012, 9.69586
9.9014, 9.69594
9.9016, 9.69602
9.9018, 9.69609
9.902, 9.69617
9.9022, 9.69625
9.9024, 9.69632
9.9026, 9.6964
9.9028, 9.69648
9.903, 9.69655
9.9032, 9.69663
9.9034, 9.69671
9.9036, 9.69678
9.9038, 9.69686
9.904, 9.69694
9.9042, 9.69701
9.9044, 9.69709
9.9046, 9.69717
9.9048, 9.69724
9.905, 9.69732
9.9052, 9.6974
9.9054, 9.69747
9.9056, 9.69755
9.9058, 9.69763
9.906, 9.6977
9.9062, 9.69778
9.9064, 9.69786
9.9066, 9.69793
9.9068, 9.69801
9.907, 9.69809
9.9072, 9.69816
9.9074, 9.69824
9.9076, 9.69832
9.9078, 9.6984
9.908, 9.69847
9.9082, 9.69855
9.9084, 9.69863
9.9086, 9.6987
9.9088, 9.69878
9.909, 9.69886
9.9092, 9.69893
9.9094, 9.69901
9.9096, 9.69909
9.9098, 9.69916
9.91, 9.69924
9.9102, 9.69932
9.9104, 9.69939
9.9106, 9.69947
9.9108, 9.69955
9.911, 9.69962
9.9112, 9.6997
9.9114, 9.69978
9.9116, 9.69985
9.9118, 9.69993
9.912, 9.70001
9.9122, 9.70008
9.9124, 9.70016
9.9126, 9.70024
9.9128, 9.70031
9.913, 9.70039
9.9132, 9.70047
9.9134, 9.70054
9.9136, 9.70062
9.9138, 9.7007
9.914, 9.70077
9.9142, 9.70085
9.9144, 9.70093
9.9146, 9.701
9.9148, 9.70108
9.915, 9.70116
9.9152, 9.70123
9.9154, 9.70131
9.9156, 9.70139
9.9158, 9.70146
9.916, 9.70154
9.9162, 9.70162
9.9164, 9.70169
9.9166, 9.70177
9.9168, 9.70184
9.917, 9.70192
9.9172, 9.702
9.9174, 9.70207
9.9176, 9.70215
9.9178, 9.70223
9.918, 9.7023
9.9182, 9.70238
9.9184, 9.70246
9.9186, 9.70253
9.9188, 9.70261
9.919, 9.70269
9.9192, 9.70276
9.9194, 9.70284
9.9196, 9.70292
9.9198, 9.70299
9.92, 9.70307
9.9202, 9.70315
9.9204, 9.70322
9.9206, 9.7033
9.9208, 9.70338
9.921, 9.70345
9.9212, 9.70353
9.9214, 9.70361
9.9216, 9.70368
9.9218, 9.70376
9.922, 9.70384
9.9222, 9.70391
9.9224, 9.70399
9.9226, 9.70407
9.9228, 9.70414
9.923, 9.70422
9.9232, 9.7043
9.9234, 9.70437
9.9236, 9.70445
9.9238, 9.70452
9.924, 9.7046
9.9242, 9.70468
9.9244, 9.70475
9.9246, 9.70483
9.9248, 9.70491
9.925, 9.70498
9.9252, 9.70506
9.9254, 9.70514
9.9256, 9.70521
9.9258, 9.70529
9.926, 9.70537
9.9262, 9.70544
9.9264, 9.70552
9.9266, 9.7056
9.9268, 9.70567
9.927, 9.70575
9.9272, 9.70582
9.9274, 9.7059
9.9276, 9.70598
9.9278, 9.70605
9.928, 9.70613
9.9282, 9.70621
9.9284, 9.70628
9.9286, 9.70636
9.9288, 9.70644
9.929, 9.70651
9.9292, 9.70659
9.9294, 9.70667
9.9296, 9.70674
9.9298, 9.70682
9.93, 9.7069
9.9302, 9.70697
9.9304, 9.70705
9.9306, 9.70712
9.9308, 9.7072
9.931, 9.70728
9.9312, 9.70735
9.9314, 9.70743
9.9316, 9.70751
9.9318, 9.70758
9.932, 9.70766
9.9322, 9.70774
9.9324, 9.70781
9.9326, 9.70789
9.9328, 9.70797
9.933, 9.70804
9.9332, 9.70812
9.9334, 9.70819
9.9336, 9.70827
9.9338, 9.70835
9.934, 9.70842
9.9342, 9.7085
9.9344, 9.70858
9.9346, 9.70865
9.9348, 9.70873
9.935, 9.70881
9.9352, 9.70888
9.9354, 9.70896
9.9356, 9.70903
9.9358, 9.70911
9.936, 9.70919
9.9362, 9.70926
9.9364, 9.70934
9.9366, 9.70942
9.9368, 9.70949
9.937, 9.70957
9.9372, 9.70965
9.9374, 9.70972
9.9376, 9.7098
9.9378, 9.70987
9.938, 9.70995
9.9382, 9.71003
9.9384, 9.7101
9.9386, 9.71018
9.9388, 9.71026
9.939, 9.71033
9.9392, 9.71041
9.9394, 9.71049
9.9396, 9.71056
9.9398, 9.71064
9.94, 9.71071
9.9402, 9.71079
9.9404, 9.71087
9.9406, 9.71094
9.9408, 9.71102
9.941, 9.7111
9.9412, 9.71117
9.9414, 9.71125
9.9416, 9.71132
9.9418, 9.7114
9.942, 9.71148
9.9422, 9.71155
9.9424, 9.71163
9.9426, 9.71171
9.9428, 9.71178
9.943, 9.71186
9.9432, 9.71193
9.9434, 9.71201
9.9436, 9.71209
9.9438, 9.71216
9.944, 9.71224
9.9442, 9.71232
9.9444, 9.71239
9.9446, 9.71247
9.9448, 9.71254
9.945, 9.71262
9.9452, 9.7127
9.9454, 9.71277
9.9456, 9.71285
9.9458, 9.71293
9.946, 9.713
9.9462, 9.71308
9.9464, 9.71315
9.9466, 9.71323
9.9468, 9.71331
9.947, 9.71338
9.9472, 9.71346
9.9474, 9.71354
9.9476, 9.71361
9.9478, 9.71369
9.948, 9.71376
9.9482, 9.71384
9.9484, 9.71392
9.9486, 9.71399
9.9488, 9.71407
9.949, 9.71415
9.9492, 9.71422
9.9494, 9.7143
9.9496, 9.71437
9.9498, 9.71445
9.95, 9.71453
9.9502, 9.7146
9.9504, 9.71468
9.9506, 9.71475
9.9508, 9.71483
9.951, 9.71491
9.9512, 9.71498
9.9514, 9.71506
9.9516, 9.71514
9.9518, 9.71521
9.952, 9.71529
9.9522, 9.71536
9.9524, 9.71544
9.9526, 9.71552
9.9528, 9.71559
9.953, 9.71567
9.9532, 9.71574
9.9534, 9.71582
9.9536, 9.7159
9.9538, 9.71597
9.954, 9.71605
9.9542, 9.71613
9.9544, 9.7162
9.9546, 9.71628
9.9548, 9.71635
9.955, 9.71643
9.9552, 9.71651
9.9554, 9.71658
9.9556, 9.71666
9.9558, 9.71673
9.956, 9.71681
9.9562, 9.71689
9.9564, 9.71696
9.9566, 9.71704
9.9568, 9.71712
9.957, 9.71719
9.9572, 9.71727
9.9574, 9.71734
9.9576, 9.71742
9.9578, 9.7175
9.958, 9.71757
9.9582, 9.71765
9.9584, 9.71772
9.9586, 9.7178
9.9588, 9.71788
9.959, 9.71795
9.9592, 9.71803
9.9594, 9.7181
9.9596, 9.71818
9.9598, 9.71826
9.96, 9.71833
9.9602, 9.71841
9.9604, 9.71848
9.9606, 9.71856
9.9608, 9.71864
9.961, 9.71871
9.9612, 9.71879
9.9614, 9.71886
9.9616, 9.71894
9.9618, 9.71902
9.962, 9.71909
9.9622, 9.71917
9.9624, 9.71924
9.9626, 9.71932
9.9628, 9.7194
9.963, 9.71947
9.9632, 9.71955
9.9634, 9.71962
9.9636, 9.7197
9.9638, 9.71978
9.964, 9.71985
9.9642, 9.71993
9.9644, 9.72
9.9646, 9.72008
9.9648, 9.72016
9.965, 9.72023
9.9652, 9.72031
9.9654, 9.72038
9.9656, 9.72046
9.9658, 9.72054
9.966, 9.72061
9.9662, 9.72069
9.9664, 9.72076
9.9666, 9.72084
9.9668, 9.72092
9.967, 9.72099
9.9672, 9.72107
9.9674, 9.72114
9.9676, 9.72122
9.9678, 9.7213
9.968, 9.72137
9.9682, 9.72145
9.9684, 9.72152
9.9686, 9.7216
9.9688, 9.72168
9.969, 9.72175
9.9692, 9.72183
9.9694, 9.7219
9.9696, 9.72198
9.9698, 9.72206
9.97, 9.72213
9.9702, 9.72221
9.9704, 9.72228
9.9706, 9.72236
9.9708, 9.72244
9.971, 9.72251
9.9712, 9.72259
9.9714, 9.72266
9.9716, 9.72274
9.9718, 9.72282
9.972, 9.72289
9.9722, 9.72297
9.9724, 9.72304
9.9726, 9.72312
9.9728, 9.72319
9.973, 9.72327
9.9732, 9.72335
9.9734, 9.72342
9.9736, 9.7235
9.9738, 9.72357
9.974, 9.72365
9.9742, 9.72373
9.9744, 9.7238
9.9746, 9.72388
9.9748, 9.72395
9.975, 9.72403
9.9752, 9.72411
9.9754, 9.72418
9.9756, 9.72426
9.9758, 9.72433
9.976, 9.72441
9.9762, 9.72448
9.9764, 9.72456
9.9766, 9.72464
9.9768, 9.72471
9.977, 9.72479
9.9772, 9.72486
9.9774, 9.72494
9.9776, 9.72502
9.9778, 9.72509
9.978, 9.72517
9.9782, 9.72524
9.9784, 9.72532
9.9786, 9.72539
9.9788, 9.72547
9.979, 9.72555
9.9792, 9.72562
9.9794, 9.7257
9.9796, 9.72577
9.9798, 9.72585
9.98, 9.72593
9.9802, 9.726
9.9804, 9.72608
9.9806, 9.72615
9.9808, 9.72623
9.981, 9.7263
9.9812, 9.72638
9.9814, 9.72646
9.9816, 9.72653
9.9818, 9.72661
9.982, 9.72668
9.9822, 9.72676
9.9824, 9.72683
9.9826, 9.72691
9.9828, 9.72699
9.983, 9.72706
9.9832, 9.72714
9.9834, 9.72721
9.9836, 9.72729
9.9838, 9.72736
9.984, 9.72744
9.9842, 9.72752
9.9844, 9.72759
9.9846, 9.72767
9.9848, 9.72774
9.985, 9.72782
9.9852, 9.7279
9.9854, 9.72797
9.9856, 9.72805
9.9858, 9.72812
9.986, 9.7282
9.9862, 9.72827
9.9864, 9.72835
9.9866, 9.72843
9.9868, 9.7285
9.987, 9.72858
9.9872, 9.72865
9.9874, 9.72873
9.9876, 9.7288
9.9878, 9.72888
9.988, 9.72896
9.9882, 9.72903
9.9884, 9.72911
9.9886, 9.72918
9.9888, 9.72926
9.989, 9.72933
9.9892, 9.72941
9.9894, 9.72949
9.9896, 9.72956
9.9898, 9.72964
9.99, 9.72971
9.9902, 9.72979
9.9904, 9.72986
9.9906, 9.72994
9.9908, 9.73001
9.991, 9.73009
9.9912, 9.73017
9.9914, 9.73024
9.9916, 9.73032
9.9918, 9.73039
9.992, 9.73047
9.9922, 9.73054
9.9924, 9.73062
9.9926, 9.7307
9.9928, 9.73077
9.993, 9.73085
9.9932, 9.73092
9.9934, 9.731
9.9936, 9.73107
9.9938, 9.73115
9.994, 9.73123
9.9942, 9.7313
9.9944, 9.73138
9.9946, 9.73145
9.9948, 9.73153
9.995, 9.7316
9.9952, 9.73168
9.9954, 9.73175
9.9956, 9.73183
9.9958, 9.73191
9.996, 9.73198
9.9962, 9.73206
9.9964, 9.73213
9.9966, 9.73221
9.9968, 9.73228
9.997, 9.73236
9.9972, 9.73243
9.9974, 9.73251
9.9976, 9.73259
9.9978, 9.73266
9.998, 9.73274
9.9982, 9.73281
9.9984, 9.73289
9.9986, 9.73296
9.9988, 9.73304
9.999, 9.73311
9.9992, 9.73319
9.9994, 9.73327
9.9996, 9.73334
9.9998, 9.73342
10, 9.73349
10.0002, 9.73357
10.0004, 9.73364
10.0006, 9.73372
10.0008, 9.73379
10.001, 9.73387
10.0012, 9.73395
10.0014, 9.73402
10.0016, 9.7341
10.0018, 9.73417
10.002, 9.73425
10.0022, 9.73432
10.0024, 9.7344
10.0026, 9.73447
10.0028, 9.73455
10.003, 9.73463
10.0032, 9.7347
10.0034, 9.73478
10.0036, 9.73485
10.0038, 9.73493
10.004, 9.735
10.0042, 9.73508
10.0044, 9.73515
10.0046, 9.73523
10.0048, 9.73531
10.005, 9.73538
10.0052, 9.73546
10.0054, 9.73553
10.0056, 9.73561
10.0058, 9.73568
10.006, 9.73576
10.0062, 9.73583
10.0064, 9.73591
10.0066, 9.73598
10.0068, 9.73606
10.007, 9.73614
10.0072, 9.73621
10.0074, 9.73629
10.0076, 9.73636
10.0078, 9.73644
10.008, 9.73651
10.0082, 9.73659
10.0084, 9.73666
10.0086, 9.73674
10.0088, 9.73681
10.009, 9.73689
10.0092, 9.73697
10.0094, 9.73704
10.0096, 9.73712
10.0098, 9.73719
10.01, 9.73727
10.0102, 9.73734
10.0104, 9.73742
10.0106, 9.73749
10.0108, 9.73757
10.011, 9.73764
10.0112, 9.73772
10.0114, 9.7378
10.0116, 9.73787
10.0118, 9.73795
10.012, 9.73802
10.0122, 9.7381
10.0124, 9.73817
10.0126, 9.73825
10.0128, 9.73832
10.013, 9.7384
10.0132, 9.73847
10.0134, 9.73855
10.0136, 9.73862
10.0138, 9.7387
10.014, 9.73878
10.0142, 9.73885
10.0144, 9.73893
10.0146, 9.739
10.0148, 9.73908
10.015, 9.73915
10.0152, 9.73923
10.0154, 9.7393
10.0156, 9.73938
10.0158, 9.73945
10.016, 9.73953
10.0162, 9.7396
10.0164, 9.73968
10.0166, 9.73975
10.0168, 9.73983
10.017, 9.73991
10.0172, 9.73998
10.0174, 9.74006
10.0176, 9.74013
10.0178, 9.74021
10.018, 9.74028
10.0182, 9.74036
10.0184, 9.74043
10.0186, 9.74051
10.0188, 9.74058
10.019, 9.74066
10.0192, 9.74073
10.0194, 9.74081
10.0196, 9.74088
10.0198, 9.74096
10.02, 9.74104
10.0202, 9.74111
10.0204, 9.74119
10.0206, 9.74126
10.0208, 9.74134
10.021, 9.74141
10.0212, 9.74149
10.0214, 9.74156
10.0216, 9.74164
10.0218, 9.74171
10.022, 9.74179
10.0222, 9.74186
10.0224, 9.74194
10.0226, 9.74201
10.0228, 9.74209
10.023, 9.74216
10.0232, 9.74224
10.0234, 9.74231
10.0236, 9.74239
10.0238, 9.74247
10.024, 9.74254
10.0242, 9.74262
10.0244, 9.74269
10.0246, 9.74277
10.0248, 9.74284
10.025, 9.74292
10.0252, 9.74299
10.0254, 9.74307
10.0256, 9.74314
10.0258, 9.74322
10.026, 9.74329
10.0262, 9.74337
10.0264, 9.74344
10.0266, 9.74352
10.0268, 9.74359
10.027, 9.74367
10.0272, 9.74374
10.0274, 9.74382
10.0276, 9.74389
10.0278, 9.74397
10.028, 9.74405
10.0282, 9.74412
10.0284, 9.7442
10.0286, 9.74427
10.0288, 9.74435
10.029, 9.74442
10.0292, 9.7445
10.0294, 9.74457
10.0296, 9.74465
10.0298, 9.74472
10.03, 9.7448
10.0302, 9.74487
10.0304, 9.74495
10.0306, 9.74502
10.0308, 9.7451
10.031, 9.74517
10.0312, 9.74525
10.0314, 9.74532
10.0316, 9.7454
10.0318, 9.74547
10.032, 9.74555
10.0322, 9.74562
10.0324, 9.7457
10.0326, 9.74577
10.0328, 9.74585
10.033, 9.74592
10.0332, 9.746
10.0334, 9.74607
10.0336, 9.74615
10.0338, 9.74622
10.034, 9.7463
10.0342, 9.74638
10.0344, 9.74645
10.0346, 9.74653
10.0348, 9.7466
10.035, 9.74668
10.0352, 9.74675
10.0354, 9.74683
10.0356, 9.7469
10.0358, 9.74698
10.036, 9.74705
10.0362, 9.74713
10.0364, 9.7472
10.0366, 9.74728
10.0368, 9.74735
10.037, 9.74743
10.0372, 9.7475
10.0374, 9.74758
10.0376, 9.74765
10.0378, 9.74773
10.038, 9.7478
10.0382, 9.74788
10.0384, 9.74795
10.0386, 9.74803
10.0388, 9.7481
10.039, 9.74818
10.0392, 9.74825
10.0394, 9.74833
10.0396, 9.7484
10.0398, 9.74848
10.04, 9.74855
10.0402, 9.74863
10.0404, 9.7487
10.0406, 9.74878
10.0408, 9.74885
10.041, 9.74893
10.0412, 9.749
10.0414, 9.74908
10.0416, 9.74915
10.0418, 9.74923
10.042, 9.7493
10.0422, 9.74938
10.0424, 9.74945
10.0426, 9.74953
10.0428, 9.7496
10.043, 9.74968
10.0432, 9.74975
10.0434, 9.74983
10.0436, 9.7499
10.0438, 9.74998
10.044, 9.75005
10.0442, 9.75013
10.0444, 9.7502
10.0446, 9.75028
10.0448, 9.75035
10.045, 9.75043
10.0452, 9.7505
10.0454, 9.75058
10.0456, 9.75065
10.0458, 9.75073
10.046, 9.7508
10.0462, 9.75088
10.0464, 9.75095
10.0466, 9.75103
10.0468, 9.7511
10.047, 9.75118
10.0472, 9.75125
10.0474, 9.75133
10.0476, 9.7514
10.0478, 9.75148
10.048, 9.75155
10.0482, 9.75163
10.0484, 9.7517
10.0486, 9.75178
10.0488, 9.75185
10.049, 9.75193
10.0492, 9.752
10.0494, 9.75208
10.0496, 9.75215
10.0498, 9.75223
10.05, 9.7523
10.0502, 9.75238
10.0504, 9.75245
10.0506, 9.75253
10.0508, 9.7526
10.051, 9.75268
10.0512, 9.75275
10.0514, 9.75283
10.0516, 9.7529
10.0518, 9.75298
10.052, 9.75305
10.0522, 9.75313
10.0524, 9.7532
10.0526, 9.75328
10.0528, 9.75335
10.053, 9.75343
10.0532, 9.7535
10.0534, 9.75358
10.0536, 9.75365
10.0538, 9.75372
10.054, 9.7538
10.0542, 9.75387
10.0544, 9.75395
10.0546, 9.75402
10.0548, 9.7541
10.055, 9.75417
10.0552, 9.75425
10.0554, 9.75432
10.0556, 9.7544
10.0558, 9.75447
10.056, 9.75455
10.0562, 9.75462
10.0564, 9.7547
10.0566, 9.75477
10.0568, 9.75485
10.057, 9.75492
10.0572, 9.755
10.0574, 9.75507
10.0576, 9.75515
10.0578, 9.75522
10.058, 9.7553
10.0582, 9.75537
10.0584, 9.75545
10.0586, 9.75552
10.0588, 9.7556
10.059, 9.75567
10.0592, 9.75575
10.0594, 9.75582
10.0596, 9.7559
10.0598, 9.75597
10.06, 9.75604
10.0602, 9.75612
10.0604, 9.75619
10.0606, 9.75627
10.0608, 9.75634
10.061, 9.75642
10.0612, 9.75649
10.0614, 9.75657
10.0616, 9.75664
10.0618, 9.75672
10.062, 9.75679
10.0622, 9.75687
10.0624, 9.75694
10.0626, 9.75702
10.0628, 9.75709
10.063, 9.75717
10.0632, 9.75724
10.0634, 9.75732
10.0636, 9.75739
10.0638, 9.75747
10.064, 9.75754
10.0642, 9.75762
10.0644, 9.75769
10.0646, 9.75776
10.0648, 9.75784
10.065, 9.75791
10.0652, 9.75799
10.0654, 9.75806
10.0656, 9.75814
